timestamp	hash	score	sharpe	max_dd	parity	pos_folds	trades	instruments	description
2026-04-07 11:28:29	dd4e11df	-1.5339	+0.2081	-39.7%	-1.4925	54%	406	GLD	GM GLD sma100
2026-04-07 11:28:30	02a42344	-0.3144	-0.1041	-26.2%	0.6456	38%	246	AUD_JPY	FC AUD_JPY default
2026-04-07 11:28:31	675747e6	-0.9932	-0.3369	-22.1%	0.0000	38%	392	AUD_JPY	FC AUD_JPY sma20
2026-04-07 11:28:32	150c80d9	-1.2998	+0.0627	-19.5%	-0.3064	38%	174	AUD_JPY	FC AUD_JPY sma100
2026-04-07 11:28:33	3dabb921	-0.3071	-0.0993	-31.1%	0.6825	38%	246	AUD_JPY	FC AUD_JPY vol10
2026-04-07 11:28:34	65bc6505	-1.4798	-0.9364	-33.9%	0.9642	25%	168	AUD_USD	FC AUD_USD default
2026-04-07 11:28:35	d6eddad2	-1.2946	-0.1036	-27.9%	0.4585	41%	417	EUR_USD	FC EUR_USD carry-1
2026-04-07 11:28:36	3742fc4d	-0.1282	+0.0376	-32.6%	-0.1197	20%	9	INTC	PT INTC/TXN
2026-04-07 11:28:37	d333c8a9	-0.1656	-0.0050	-44.3%	-0.0059	43%	365	GOOGL	PT GOOGL/META
2026-04-07 11:28:38	481bb87f	-1.6270	-0.2928	-46.7%	-0.5227	45%	473	GLD	PT GLD/IAU
2026-04-07 11:28:40	d6145752	-0.4866	+0.0050	-50.5%	0.0073	32%	474	SPY	PT SPY/QQQ
2026-04-07 11:28:41	75576262	-1.2133	-0.0873	-82.8%	-0.1280	31%	688	MSFT	PT MSFT/AAPL
2026-04-07 11:32:35	d2d642e0	3.3052	+2.8476	-28.8%	5.5995	88%	660	QQQ	Portfolio IWB+AUDJPY+GLD
2026-04-07 11:32:55	bf3f305a	3.7688	+3.2389	-15.0%	6.8019	90%	278	QQQ	Portfolio IWB+AUDJPY
2026-04-07 11:34:00	97206ca6	-0.0210	+0.4323	-45.9%	0.6880	54%	43	IWB	IWB stacking is_years=3
2026-04-07 11:34:11	b4d970a0	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking n_folds=5
2026-04-07 11:34:21	5cc8f06c	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking threshold=0.55
2026-04-07 11:34:32	a85a8021	-99.0000	+3.5069	-3.0%	5.1785	80%	4	IWB	IWB stacking threshold=0.65
2026-04-07 11:34:42	211bcd3e	-99.0000	+3.5069	-3.0%	5.1785	80%	4	IWB	IWB stacking threshold=0.70
2026-04-07 11:34:52	510d2902	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking xgb depth=5
2026-04-07 11:35:02	07958510	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking xgb depth=3
2026-04-07 11:35:12	9d63aede	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking xgb n500
2026-04-07 11:35:24	ffd8c472	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking lookback=30
2026-04-07 11:35:33	929d02fb	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking lookback=10
2026-04-07 11:35:48	d9b98ecb	4.1331	+3.6031	-3.6%	6.4967	90%	10	IWB	IWB stacking oos1
2026-04-07 11:35:58	e8cb449c	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking 4labels
2026-04-07 11:36:12	0521ecdd	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	TCN stacking IWB
2026-04-07 11:36:27	1875d376	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	TCN stacking IWB lookback=30
2026-04-07 11:36:42	db5af034	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	TCN stacking IWB lookback=10
2026-04-07 11:37:13	aea19a34	1.7609	+1.6721	-14.5%	2.3768	90%	10	QQQ	TCN stacking QQQ
2026-04-07 11:37:30	153dc8d4	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	AE stacking IWB k4
2026-04-07 11:37:47	1c8e0ed9	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	AE stacking IWB k3
2026-04-07 11:38:05	dbf312e2	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	AE stacking IWB k6
2026-04-07 11:38:22	01eaed3e	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	AE stacking IWB latent16
2026-04-07 11:38:30	ec4d5bd7	-3.1042	-0.9880	-59.6%	0.5177	25%	353	AUD_JPY	MR AUD_JPY vwap12
2026-04-07 11:38:37	ed45c15c	2.5581	+2.3800	-23.4%	0.7339	50%	191	AUD_JPY	MR AUD_JPY vwap48
2026-04-07 11:38:44	368f1433	1.9451	+2.0900	-15.6%	4.0800	50%	225	AUD_JPY	MR AUD_JPY donchian
2026-04-07 11:38:49	1c9bc709	2.2420	+1.8400	-24.6%	5.4681	50%	439	AUD_JPY	MR AUD_JPY no_filter
2026-04-07 11:38:52	53e8b501	-3.9268	-3.6360	-11.5%	1.5553	0%	38	AUD_JPY	MR AUD_JPY atr_only
2026-04-07 11:39:00	9eee3718	1.8792	+1.4030	-29.8%	4.6365	100%	250	AUD_JPY	MR AUD_JPY is40k
2026-04-07 11:39:01	a0da75a9	1.2315	+0.9720	-20.0%	1.0738	66%	365	GLD	XA LQD->GLD lb10
2026-04-07 11:39:02	3da0ffd1	1.4618	+1.0790	-25.3%	1.3599	63%	146	GLD	XA IEF->GLD lb40
2026-04-07 11:39:03	4704c314	1.4729	+1.1230	-23.3%	1.0936	82%	433	GLD	XA IEF->GLD thr0
2026-04-07 11:39:04	5e02b0d4	1.3110	+1.0100	-26.6%	1.0048	79%	417	GLD	XA IEF->GLD thr0.25
2026-04-07 11:39:05	070edc63	-0.3475	+0.2170	-54.9%	0.4486	63%	420	EEM	XA TLT->EEM lb10
2026-04-07 11:39:06	e67630d5	1.1853	+0.8810	-22.0%	0.9594	76%	185	HYG	XA IEF->HYG lb20
2026-04-07 11:39:07	d6dcee5b	0.1120	+0.1790	-53.8%	0.3226	65%	438	IWB	XA TLT->IWB lb10
2026-04-07 11:39:09	db8fcdf7	-0.0563	+0.5583	-15.6%	1.5732	57%	200	IEF	TF IEF SMA150
2026-04-07 11:39:10	e166202c	-0.9352	+0.2723	-35.4%	1.6602	55%	221	TLT	TF TLT SMA150
2026-04-07 11:39:11	b5676a27	0.3007	+0.8869	-25.1%	1.1860	73%	147	QQQ	TF QQQ EMA200
2026-04-07 11:39:12	1d246811	1.2524	+1.0947	-50.0%	1.0834	77%	61	TQQQ	TF TQQQ SMA200
2026-04-07 11:39:13	23a049f5	-0.6470	-0.2229	-78.2%	-0.3125	32%	413	QQQ	PT QQQ/SPY ez1.5
2026-04-07 11:39:14	df72fa85	-0.9124	-0.1555	-62.8%	-0.2180	22%	376	QQQ	PT QQQ/SPY ez2.5
2026-04-07 11:39:15	3e039a21	0.1527	+0.2596	-62.3%	0.4728	44%	461	EFA	PT EFA/EEM
2026-04-07 11:39:16	0dd41ff0	-0.9852	-0.0362	-39.8%	-0.0963	35%	351	TLT	PT TLT/IEF
2026-04-07 11:39:18	5f9b9fde	-0.4055	-0.1219	-37.9%	0.7861	38%	246	AUD_JPY	FC AUD_JPY vol15
2026-04-07 11:39:19	7dac1d8d	-0.5412	-0.2241	-29.5%	0.8274	38%	246	AUD_JPY	FC AUD_JPY vix20
2026-04-07 11:39:20	4c6a0888	-0.2571	-0.0477	-26.3%	0.4078	38%	246	AUD_JPY	FC AUD_JPY vix30
2026-04-07 11:39:32	6f9ff70e	2.4481	+1.9981	-3.0%	3.2860	50%	5	IWB,EFA	ML IWB+EFA stacking
2026-04-07 11:39:58	e0a631d2	2.7271	+2.2668	-17.9%	4.0826	62%	12	IWB,GLD	ML IWB+GLD stacking
2026-04-07 11:40:18	c3ad7a44	0.9027	+1.3637	-17.1%	-4.6571	50%	8	IWB,TLT	ML IWB+TLT stacking
2026-04-07 11:46:42	54cb2b6d	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking seed=7
2026-04-07 11:46:52	65db1ef8	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking seed=123
2026-04-07 11:47:01	d5cc277e	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB stacking seed=999
2026-04-07 11:47:09	b9a80c11	-3.8462	-3.3865	-18.1%	12.9181	0%	5	IWB	IWB lstm_e2e
2026-04-07 11:47:23	20d886ae	-3.8462	-3.3865	-18.1%	11.5538	0%	5	IWB	IWB lstm_e2e hidden=64
2026-04-07 11:47:28	47a9606b	-99.0000	+0.0000	0.0%	0.0000	0%	0	IWB	IWB cbars=4
2026-04-07 11:47:41	2e1264ac	3.9318	+3.3818	-4.8%	4.5296	100%	5	IWB	IWB cbars=6
2026-04-07 11:47:50	07f6853f	-99.0000	+2.9081	-4.8%	4.4362	100%	3	IWB	IWB cbars=7
2026-04-07 11:48:00	4856ddba	4.5462	+3.9962	-3.0%	6.5719	100%	5	IWB	IWB confirm_pct=0.003
2026-04-07 11:48:04	dd8f20be	-99.0000	+0.0000	0.0%	0.0000	0%	0	IWB	IWB confirm_pct=0.008
2026-04-07 11:48:16	822199d0	2.8468	+2.3084	-17.3%	2.6613	100%	5	TQQQ	TQQQ stacking cbars5
2026-04-07 11:48:23	03f91c12	-99.0000	+0.0000	0.0%	0.0000	0%	0	EFA	EFA stacking cbars5
2026-04-07 11:48:56	fe68f255	0.8379	+0.5489	-17.8%	1.9294	37%	17	EEM	EEM stacking cbars5
2026-04-07 11:49:00	86c4b28f	-99.0000	+0.0000	0.0%	0.0000	0%	0	HYG	HYG stacking cbars5
2026-04-07 11:49:08	c914e01c	-99.0000	+3.4005	-1.9%	15.7472	100%	2	LQD	LQD stacking cbars5
2026-04-07 11:49:32	01dbf420	-1.9922	-0.8489	-39.8%	-4.2417	27%	11	DBC	DBC stacking cbars5
2026-04-07 11:49:59	02310923	-0.9400	-0.2644	-54.7%	-1.2034	37%	15	GDX	GDX stacking cbars5
2026-04-07 11:50:04	8847a0e6	-99.0000	+0.0000	0.0%	0.0000	0%	0	TIP	TIP stacking cbars5
2026-04-07 11:50:23	8c9f02ab	0.9227	+0.5375	-17.9%	1.5932	25%	7	GLD	GLD stacking cbars5
2026-04-07 11:50:38	3715b433	3.6907	+3.1523	-17.3%	4.6166	100%	10	IWB,TQQQ	IWB+TQQQ stacking
2026-04-07 11:50:48	57bcdb7c	-99.0000	+2.1927	-17.3%	2.7932	100%	3	TQQQ	TQQQ cbars5 oos3
2026-04-07 11:51:02	4ab3ec0d	1.9148	+1.4720	-29.8%	7.6269	83%	253	AUD_JPY	MR AUD_JPY oos10k
2026-04-07 11:51:09	87cf6d1f	2.9080	+2.4080	-14.1%	2.6001	75%	273	AUD_JPY	MR AUD_JPY spread1
2026-04-07 11:51:11	137832c5	-99.0000	+0.0000	0.0%	0.0000	0%	0	AUD_JPY	MR AUD_JPY D
2026-04-07 11:51:12	c6c7366c	1.4618	+1.0790	-25.3%	1.3599	63%	146	GLD	XA IEF->GLD lb40 hd20
2026-04-07 11:51:13	0022f285	0.6171	+0.7340	-33.3%	0.8874	58%	186	GLD	XA IEF->GLD lb30 hd15
2026-04-07 11:51:15	befc05af	0.8862	+0.6530	-32.2%	0.9063	74%	243	GLD	XA IEF->GLD lb20 thr0
2026-04-07 11:51:16	9413066c	-0.5074	+0.4810	-27.0%	0.6498	52%	254	GLD	XA HYG->GLD lb10
2026-04-07 11:51:17	2b94e1fc	1.5495	+1.3120	-37.5%	0.9558	82%	365	QQQ	XA LQD->QQQ lb10
2026-04-07 11:51:18	ba44289e	-1.6504	-0.7930	-85.6%	1.4615	36%	204	DBC	XA IEF->DBC lb20
2026-04-07 11:51:19	de124f84	-1.0419	+0.1228	-28.9%	-0.4957	39%	506	GLD	GM GLD rr10 dw10
2026-04-07 11:51:20	f9dd93db	-0.5683	+0.4663	-36.1%	7.5723	43%	464	GLD	GM GLD rr10 sma100
2026-04-07 11:51:21	bd5aaa43	-0.5931	+0.2794	-34.2%	-1.3382	47%	433	GLD	GM GLD rr20 dw10
2026-04-07 11:51:22	c8ae9477	-1.1428	+0.2351	-31.6%	-1.1612	39%	362	GLD	GM GLD cost2
2026-04-07 11:51:23	175860f3	-1.3336	+0.1846	-31.1%	-1.5063	44%	322	GLD	GM GLD is1008
2026-04-07 11:51:24	b7f6c623	0.5223	+0.7161	-34.9%	1.2750	57%	277	SPY	TF SPY SMA150 cost1
2026-04-07 11:51:25	7cb55a0e	0.7670	+0.7789	-27.5%	2.4427	54%	142	GLD	TF GLD EMA200
2026-04-07 11:51:26	df56f79b	0.5278	+0.7714	-38.0%	2.5985	51%	161	GLD	TF GLD SMA150
2026-04-07 11:51:27	55cf7e4a	-0.0507	+0.7854	-21.6%	1.4900	72%	213	IWB	TF IWB SMA150
2026-04-07 11:51:30	964ef5be	-0.9400	+0.1002	-20.6%	-0.1622	40%	119	AUD_JPY	FC AUD_JPY sma_200
2026-04-07 11:57:29	29841bee	3.0680	+2.5680	-13.5%	2.0361	75%	273	AUD_JPY	MR AUD_JPY spread0.5
2026-04-07 11:57:36	70192e6e	3.2070	+2.7070	-13.1%	1.7429	75%	273	AUD_JPY	MR AUD_JPY spread0
2026-04-07 11:57:43	49c4e27a	2.8070	+2.3070	-14.4%	3.2209	75%	273	AUD_JPY	MR AUD_JPY spread1.5
2026-04-07 11:57:50	df644242	-2.5094	-0.5600	-51.6%	0.4145	50%	353	AUD_JPY	MR AUD_JPY sp1 vwap12
2026-04-07 11:57:57	2bdcfeb7	3.2902	+2.9820	-20.3%	1.1164	50%	224	AUD_JPY	MR AUD_JPY sp1 vwap36
2026-04-07 11:58:04	f69743eb	2.8671	+2.6650	-22.3%	0.7119	62%	191	AUD_JPY	MR AUD_JPY sp1 vwap48
2026-04-07 11:58:12	301ab9a0	2.1716	+1.7630	-26.6%	1.9423	58%	227	AUD_JPY	MR AUD_JPY sp1 oos5k
2026-04-07 11:58:19	df159632	2.5158	+2.0940	-32.6%	3.8352	80%	302	AUD_JPY	MR AUD_JPY sp1 oos12k
2026-04-07 11:58:25	fb0ccd74	1.4833	+1.1240	-31.9%	1.4429	56%	371	AUD_JPY	MR AUD_JPY sp1 is20k
2026-04-07 11:58:33	54d587da	1.9967	+1.5500	-26.6%	1.4445	86%	220	AUD_JPY	MR AUD_JPY sp1 is40k
2026-04-07 11:58:40	a6c56d70	2.1788	+1.8350	-56.2%	1.9673	100%	417	AUD_JPY	MR AUD_JPY sp1 standard
2026-04-07 11:58:47	1d5e48ac	2.5010	+2.3800	-14.7%	2.0519	62%	225	AUD_JPY	MR AUD_JPY sp1 donchian
2026-04-07 11:58:52	da66afb2	2.5475	+2.1130	-23.1%	2.6504	62%	439	AUD_JPY	MR AUD_JPY sp1 no_filter
2026-04-07 11:59:02	9d68a1c9	0.2985	+1.6920	-14.3%	-1.0558	31%	180	EUR_USD	MR EUR_USD sp1
2026-04-07 11:59:07	d7ce6528	0.3388	+0.7070	-32.0%	-1.8879	50%	151	GBP_USD	MR GBP_USD sp1
2026-04-07 11:59:12	fcb258aa	0.4831	+0.4790	-38.1%	0.3983	50%	130	AUD_USD	MR AUD_USD sp1
2026-04-07 11:59:13	6e624d99	1.1023	+0.9510	-40.2%	0.7135	82%	209	QQQ	XA LQD->QQQ lb20 hd20
2026-04-07 11:59:14	9c2d39b2	0.7134	+0.8820	-40.1%	0.7212	66%	648	QQQ	XA LQD->QQQ lb5 hd5
2026-04-07 11:59:15	b2e6791d	1.0200	+0.8720	-45.7%	0.8121	79%	433	QQQ	XA LQD->QQQ lb10 thr0
2026-04-07 11:59:16	00fc2585	0.9990	+0.8720	-43.8%	0.7270	76%	433	QQQ	XA LQD->QQQ lb10 thr0.25
2026-04-07 11:59:17	0501d5a4	1.6208	+1.3680	-36.9%	0.9966	82%	365	QQQ	XA LQD->QQQ sp2
2026-04-07 11:59:18	49737c66	1.6450	+1.3870	-36.7%	1.0105	82%	365	QQQ	XA LQD->QQQ sp1
2026-04-07 11:59:19	82ca5e81	1.2994	+1.0960	-35.4%	0.8511	75%	345	QQQ	XA LQD->QQQ is756
2026-04-07 11:59:20	57ec2584	1.2335	+1.0540	-39.5%	0.8137	79%	365	IWB	XA LQD->IWB lb10
2026-04-07 11:59:21	49dd7873	2.8566	+2.4720	-15.9%	1.0646	85%	254	QQQ	XA HYG->QQQ lb10
2026-04-07 11:59:22	8f5ca66b	3.0375	+2.6300	-13.4%	1.1057	88%	254	IWB	XA HYG->IWB lb10
2026-04-07 11:59:27	60280dde	-4.3997	-3.6358	-26.8%	14.2981	0%	11	IWB	IWB xgboost only
2026-04-07 12:00:03	6e76c000	1.0744	+0.9671	-60.6%	0.9915	69%	29	TQQQ	TQQQ stacking is3y
2026-04-07 12:00:20	6917e15c	2.7043	+2.1881	-17.3%	2.5690	89%	9	TQQQ	TQQQ stacking oos1
2026-04-07 12:00:32	50bc5191	2.8468	+2.3084	-17.3%	2.6613	100%	5	TQQQ	TQQQ stacking thr0.55
2026-04-07 12:00:45	f0191365	2.9479	+2.4095	-17.3%	2.9474	100%	7	TQQQ	TQQQ cbars=6
2026-04-07 12:01:00	ef799690	1.7040	+1.3403	-44.2%	1.6861	80%	10	TQQQ	TQQQ cbars=4
2026-04-07 12:01:15	2e0602d0	3.3981	+2.9829	-37.5%	4.2571	89%	643	QQQ	Portfolio IWB+AUDJPY sp1+LQDQQQ
2026-04-07 12:01:16	d837ecdc	1.4258	+1.1590	-27.1%	0.8984	79%	382	GLD	XA IEF->GLD sp2
2026-04-07 12:01:17	1f276eb5	1.4558	+1.1810	-26.5%	0.9155	79%	382	GLD	XA IEF->GLD sp1
2026-04-07 12:01:18	ed55f9f6	1.5385	+1.2500	-26.0%	0.9690	76%	382	GLD	XA IEF->GLD sp0
2026-04-07 12:01:19	0845ddb9	0.6974	+0.8060	-28.3%	1.2511	62%	196	SPY	TF SPY SMA200 cost1
2026-04-07 12:01:20	ad0996e5	0.4236	+0.6908	-34.1%	4.2565	54%	148	GLD	TF GLD SMA200 cost2
2026-04-07 12:01:24	b229f7a4	-99.0000	+0.0000	0.0%	0.0000	0%	0	IWB	IWB rsi40/60
2026-04-07 12:01:28	853f3829	-99.0000	+0.0000	0.0%	0.0000	0%	0	IWB	IWB rsi35/65
2026-04-07 12:04:19	d1c4ed2e	3.2230	+2.7900	-21.2%	2.4598	62%	252	AUD_JPY	MR AUD_JPY vwap30 sp1
2026-04-07 12:04:26	00c8e9f9	2.9507	+2.6500	-19.6%	1.0796	50%	238	AUD_JPY	MR AUD_JPY vwap32 sp1
2026-04-07 12:04:33	f4f519f8	3.0153	+2.7150	-21.0%	1.1008	50%	231	AUD_JPY	MR AUD_JPY vwap34 sp1
2026-04-07 12:04:39	5ab9ce6b	2.9588	+2.6680	-21.3%	1.0741	50%	223	AUD_JPY	MR AUD_JPY vwap38 sp1
2026-04-07 12:04:46	16dfb26a	3.3618	+2.9930	-21.9%	1.2606	62%	216	AUD_JPY	MR AUD_JPY vwap40 sp1
2026-04-07 12:04:54	65dee40b	2.8534	+2.5810	-25.5%	0.9493	70%	229	AUD_JPY	MR AUD_JPY vwap36 oos6k
2026-04-07 12:05:01	2821ae85	3.4269	+3.0830	-25.6%	1.1806	71%	161	AUD_JPY	MR AUD_JPY vwap36 oos9k
2026-04-07 12:05:07	9e0fb11a	1.4973	+1.4170	-41.1%	0.5180	78%	274	AUD_JPY	MR AUD_JPY vwap36 is25k
2026-04-07 12:05:14	fe6be78f	2.1510	+2.0050	-39.4%	0.7505	71%	265	AUD_JPY	MR AUD_JPY vwap36 is35k
2026-04-07 12:05:21	d4e5b5cd	3.9449	+3.4970	-15.4%	1.5149	50%	181	AUD_JPY	MR AUD_JPY vwap36 donchian
2026-04-07 12:05:26	e850b1b3	2.5771	+2.3230	-27.9%	1.4573	75%	379	AUD_JPY	MR AUD_JPY vwap36 no_filter
2026-04-07 12:05:33	df7f34de	1.8021	+1.7040	-74.7%	1.0723	88%	353	AUD_JPY	MR AUD_JPY vwap36 standard
2026-04-07 12:05:40	a4040913	3.4288	+3.1360	-19.8%	1.0559	50%	224	AUD_JPY	MR AUD_JPY vwap36 sp0.5
